artifact,label,owner
aa_1706,Boston 32.620,https://www.wikidata.org/wiki/Q49133
aa_1707,Boston 32.701,https://www.wikidata.org/wiki/Q49133
aa_1708,Boston 32.706,https://www.wikidata.org/wiki/Q49133
aa_1709,Boston 32.863,https://www.wikidata.org/wiki/Q49133
aa_1710,Boston 32.1194,https://www.wikidata.org/wiki/Q49133
aa_1711,Boston 35.257,https://www.wikidata.org/wiki/Q49133
aa_1712,Boston 62.563,https://www.wikidata.org/wiki/Q49133
aa_1713,Boston 63.253,https://www.wikidata.org/wiki/Q49133
aa_1714,Boston 64.2127,https://www.wikidata.org/wiki/Q49133
aa_1715,Boston 65.442,https://www.wikidata.org/wiki/Q49133
aa_1716,Boston 65.444,https://www.wikidata.org/wiki/Q49133
aa_1717,Boston 65.445,https://www.wikidata.org/wiki/Q49133
aa_1718,Boston 65.448,https://www.wikidata.org/wiki/Q49133
aa_1719,Boston 65.449,https://www.wikidata.org/wiki/Q49133
aa_1720,Boston 68.708,https://www.wikidata.org/wiki/Q49133
aa_1721,Boston 1970.66,https://www.wikidata.org/wiki/Q49133
aa_1722,Boston 1972.77,https://www.wikidata.org/wiki/Q49133
aa_1723,Boston 1982.601,https://www.wikidata.org/wiki/Q49133
aa_1724,Boston 1982.602,https://www.wikidata.org/wiki/Q49133
aa_1725,Boston 1985.234,https://www.wikidata.org/wiki/Q49133
aa_1726,Boston 1986.890,https://www.wikidata.org/wiki/Q49133
aa_1727,Boston 35.690,https://www.wikidata.org/wiki/Q49133
aa_1728,Boston 1982.603,https://www.wikidata.org/wiki/Q49133
aa_1729,Boston 67.630,https://www.wikidata.org/wiki/Q49133
aa_1184,Boston 32.891,https://www.wikidata.org/wiki/Q49133
aa_1185,Boston 40.179,https://www.wikidata.org/wiki/Q49133
aa_1186,Boston 60.141,https://www.wikidata.org/wiki/Q49133
aa_1187,Boston 60.144,https://www.wikidata.org/wiki/Q49133
aa_1188,Boston 63.254,https://www.wikidata.org/wiki/Q49133
aa_1189,Boston 64.2128,https://www.wikidata.org/wiki/Q49133
aa_1190,Boston 64.2129,https://www.wikidata.org/wiki/Q49133
aa_1191,Boston 64.2130,https://www.wikidata.org/wiki/Q49133
aa_1192,Boston 64.2131,https://www.wikidata.org/wiki/Q49133
aa_1193,Boston 64.2132,https://www.wikidata.org/wiki/Q49133
aa_1194,Boston 65.450,https://www.wikidata.org/wiki/Q49133
aa_1195,Boston 65.451,https://www.wikidata.org/wiki/Q49133
aa_1196,Boston 65.452,https://www.wikidata.org/wiki/Q49133
aa_1197,Boston 65.454,https://www.wikidata.org/wiki/Q49133
aa_1198,Boston 67.631,https://www.wikidata.org/wiki/Q49133
aa_1199,Boston 68.709,https://www.wikidata.org/wiki/Q49133
aa_1200,Boston 1984.8,https://www.wikidata.org/wiki/Q49133
aa_1201,Boston 13.507,https://www.wikidata.org/wiki/Q49133
aa_1202,Boston 32.1215,https://www.wikidata.org/wiki/Q49133
aa_1203,Boston 32.1218,https://www.wikidata.org/wiki/Q49133
aa_1204,Boston 12.545,https://www.wikidata.org/wiki/Q49133
aa_1205,Boston 1975.278,https://www.wikidata.org/wiki/Q49133
aa_1206,Boston 1976.85,https://www.wikidata.org/wiki/Q49133
aa_1207,Boston 32.722,https://www.wikidata.org/wiki/Q49133
aa_1208,Boston 32.876,https://www.wikidata.org/wiki/Q49133
aa_1209,Boston 32.895,https://www.wikidata.org/wiki/Q49133
aa_1210,Boston 1962 Apparatus no. 5,https://www.wikidata.org/wiki/Q49133
aa_1211,Boston 32.720,https://www.wikidata.org/wiki/Q49133
